idx,condition_dataset_name,condition_query_name,condition_cond,parameter_value,luminous-supreme-control_int100query,gpt-4,gpt-3.5-turbo
5118,cc,sex,annealing,0.9,60.0,70.0,63.0
5119,cc,sex,annealing,0.9,70.0,80.0,82.0
5120,cc,sex,annealing,0.9,60.0,75.0,50.0
5121,cc,sex,annealing,0.9,73.0,80.0,65.0
5122,cc,sex,annealing,0.9,70.0,80.0,45.0
5123,cc,sex,annealing,0.9,45.0,70.0,75.0
5124,cc,sex,annealing,0.9,75.0,70.0,50.0
5125,cc,sex,annealing,0.9,73.0,70.0,50.0
5126,cc,sex,annealing,0.9,60.0,70.0,70.0
5127,cc,sex,annealing,0.9,45.0,70.0,55.0
5128,cc,sex,annealing,0.9,70.0,75.0,75.0
5129,cc,sex,annealing,0.9,45.0,75.0,75.0
5130,cc,sex,annealing,0.9,60.0,60.0,75.0
5131,cc,sex,annealing,0.9,70.0,75.0,65.0
5132,cc,sex,annealing,0.9,60.0,75.0,50.0
5133,cc,sex,annealing,0.9,73.0,70.0,50.0
5134,cc,sex,annealing,0.9,70.0,70.0,75.0
5135,cc,sex,annealing,0.9,70.0,75.0,90.0
5136,cc,sex,annealing,0.9,70.0,70.0,50.0
5137,cc,sex,annealing,0.9,60.0,75.0,75.0
5138,cc,sex,annealing,0.9,73.0,75.0,55.0
5139,cc,sex,annealing,0.9,73.0,80.0,75.0
5140,cc,sex,annealing,0.9,60.0,75.0,50.0
5141,cc,sex,annealing,0.9,60.0,70.0,55.0
5142,cc,sex,annealing,0.9,73.0,70.0,75.0
5143,cc,sex,annealing,0.9,60.0,75.0,75.0
5144,cc,sex,annealing,0.9,60.0,75.0,68.0
5145,cc,sex,annealing,0.9,73.0,80.0,55.0
5146,cc,sex,annealing,0.9,70.0,75.0,75.0
5147,cc,sex,annealing,0.9,75.0,80.0,61.0
5148,cc,sex,annealing,0.9,70.0,60.0,65.0
5149,cc,sex,annealing,0.9,45.0,70.0,50.0
5150,cc,sex,annealing,0.9,73.0,70.0,35.0
5151,cc,sex,annealing,0.9,60.0,70.0,47.0
5152,cc,sex,annealing,0.9,70.0,70.0,78.0
5153,cc,sex,annealing,0.9,73.0,70.0,50.0
5154,cc,sex,annealing,0.9,60.0,70.0,47.0
5155,cc,sex,annealing,0.9,73.0,75.0,25.0
5156,cc,sex,annealing,0.9,70.0,75.0,60.0
5157,cc,sex,annealing,0.9,45.0,80.0,42.0
5158,cc,sex,annealing,0.9,60.0,70.0,50.0
5159,cc,sex,annealing,0.9,60.0,70.0,80.0
5160,cc,sex,annealing,0.9,60.0,80.0,50.0
5161,cc,sex,annealing,0.9,70.0,80.0,50.0
5162,cc,sex,annealing,0.9,70.0,75.0,50.0
5163,cc,sex,annealing,0.9,50.0,75.0,70.0
5164,cc,sex,annealing,0.9,75.0,60.0,50.0
5165,cc,sex,annealing,0.9,70.0,75.0,47.0
5166,cc,sex,annealing,0.9,70.0,70.0,50.0
5167,cc,sex,annealing,0.9,73.0,60.0,50.0
5168,cc,sex,annealing,0.9,45.0,80.0,50.0
5169,cc,sex,annealing,0.9,73.0,65.0,50.0
5170,cc,sex,annealing,0.9,73.0,70.0,50.0
5171,cc,sex,annealing,0.9,70.0,70.0,60.0
5172,cc,sex,annealing,0.9,73.0,70.0,75.0
5173,cc,sex,annealing,0.9,73.0,75.0,50.0
5174,cc,sex,annealing,0.9,73.0,75.0,50.0
5175,cc,sex,annealing,0.9,60.0,75.0,60.0
5176,cc,sex,annealing,0.9,60.0,60.0,35.0
5177,cc,sex,annealing,0.9,60.0,70.0,50.0
5178,cc,sex,annealing,0.9,60.0,85.0,55.0
5179,cc,sex,annealing,0.9,45.0,80.0,50.0
5180,cc,sex,annealing,0.9,60.0,80.0,65.0
5181,cc,sex,annealing,0.9,45.0,80.0,50.0
5182,cc,sex,annealing,0.9,75.0,70.0,60.0
5183,cc,sex,annealing,0.9,60.0,75.0,45.0
5184,cc,sex,annealing,0.9,45.0,80.0,75.0
5185,cc,sex,annealing,0.9,,70.0,50.0
5186,cc,sex,annealing,0.9,,70.0,50.0
5187,cc,sex,annealing,0.9,,70.0,75.0
5188,cc,sex,annealing,0.9,,70.0,70.0
5189,cc,sex,annealing,0.9,,70.0,50.0
5190,cc,sex,annealing,0.9,,75.0,75.0
5191,cc,sex,annealing,0.9,,70.0,70.0
5192,cc,sex,annealing,0.9,,85.0,65.0
5193,cc,sex,annealing,0.9,,70.0,50.0
5194,cc,sex,annealing,0.9,,75.0,42.0
5195,cc,sex,annealing,0.9,,85.0,75.0
5196,cc,sex,annealing,0.9,,80.0,75.0
5197,cc,sex,annealing,0.9,,75.0,50.0
5198,cc,sex,annealing,0.9,,70.0,50.0
5199,cc,sex,annealing,0.9,,60.0,50.0
5200,cc,sex,annealing,1.0,45.0,70.0,50.0
5201,cc,sex,annealing,1.0,73.0,70.0,20.0
5202,cc,sex,annealing,1.0,45.0,80.0,80.0
5203,cc,sex,annealing,1.0,60.0,70.0,50.0
5204,cc,sex,annealing,1.0,60.0,70.0,57.0
5205,cc,sex,annealing,1.0,60.0,75.0,75.0
5206,cc,sex,annealing,1.0,70.0,75.0,58.0
5207,cc,sex,annealing,1.0,60.0,70.0,80.0
5208,cc,sex,annealing,1.0,60.0,70.0,50.0
5209,cc,sex,annealing,1.0,60.0,70.0,82.0
5210,cc,sex,annealing,1.0,73.0,75.0,45.0
5211,cc,sex,annealing,1.0,45.0,50.0,60.0
5212,cc,sex,annealing,1.0,73.0,70.0,50.0
5213,cc,sex,annealing,1.0,70.0,65.0,50.0
5214,cc,sex,annealing,1.0,75.0,90.0,50.0
5215,cc,sex,annealing,1.0,70.0,80.0,75.0
5216,cc,sex,annealing,1.0,60.0,70.0,50.0
5217,cc,sex,annealing,1.0,45.0,80.0,75.0
5218,cc,sex,annealing,1.0,70.0,80.0,50.0
5219,cc,sex,annealing,1.0,73.0,70.0,40.0
5220,cc,sex,annealing,1.0,60.0,70.0,43.0
5221,cc,sex,annealing,1.0,45.0,70.0,37.0
5222,cc,sex,annealing,1.0,60.0,80.0,30.0
5223,cc,sex,annealing,1.0,70.0,70.0,50.0
5224,cc,sex,annealing,1.0,60.0,90.0,60.0
5225,cc,sex,annealing,1.0,73.0,70.0,55.0
5226,cc,sex,annealing,1.0,75.0,80.0,65.0
5227,cc,sex,annealing,1.0,60.0,75.0,30.0
5228,cc,sex,annealing,1.0,70.0,75.0,50.0
5229,cc,sex,annealing,1.0,70.0,70.0,50.0
5230,cc,sex,annealing,1.0,60.0,70.0,30.0
5231,cc,sex,annealing,1.0,73.0,78.0,70.0
5232,cc,sex,annealing,1.0,60.0,70.0,50.0
5233,cc,sex,annealing,1.0,45.0,75.0,48.0
5234,cc,sex,annealing,1.0,73.0,50.0,50.0
5235,cc,sex,annealing,1.0,75.0,70.0,75.0
5236,cc,sex,annealing,1.0,73.0,70.0,65.0
5237,cc,sex,annealing,1.0,60.0,70.0,50.0
5238,cc,sex,annealing,1.0,60.0,85.0,51.0
5239,cc,sex,annealing,1.0,60.0,70.0,72.0
5240,cc,sex,annealing,1.0,73.0,70.0,63.0
5241,cc,sex,annealing,1.0,73.0,75.0,30.0
5242,cc,sex,annealing,1.0,73.0,80.0,47.0
5243,cc,sex,annealing,1.0,73.0,70.0,75.0
5244,cc,sex,annealing,1.0,73.0,70.0,65.0
5245,cc,sex,annealing,1.0,60.0,70.0,68.0
5246,cc,sex,annealing,1.0,75.0,80.0,65.0
5247,cc,sex,annealing,1.0,60.0,80.0,50.0
5248,cc,sex,annealing,1.0,73.0,75.0,50.0
5249,cc,sex,annealing,1.0,60.0,70.0,80.0
5250,cc,sex,annealing,1.0,70.0,70.0,65.0
5251,cc,sex,annealing,1.0,60.0,80.0,50.0
5252,cc,sex,annealing,1.0,70.0,70.0,63.0
5253,cc,sex,annealing,1.0,70.0,70.0,75.0
5254,cc,sex,annealing,1.0,73.0,70.0,70.0
5255,cc,sex,annealing,1.0,62.0,70.0,75.0
5256,cc,sex,annealing,1.0,60.0,75.0,25.0
5257,cc,sex,annealing,1.0,60.0,60.0,50.0
5258,cc,sex,annealing,1.0,73.0,60.0,75.0
5259,cc,sex,annealing,1.0,73.0,70.0,63.0
5260,cc,sex,annealing,1.0,70.0,70.0,50.0
5261,cc,sex,annealing,1.0,73.0,70.0,50.0
5262,cc,sex,annealing,1.0,60.0,70.0,65.0
5263,cc,sex,annealing,1.0,73.0,80.0,50.0
5264,cc,sex,annealing,1.0,73.0,75.0,75.0
5265,cc,sex,annealing,1.0,73.0,70.0,75.0
5266,cc,sex,annealing,1.0,70.0,75.0,50.0
5267,cc,sex,annealing,1.0,60.0,70.0,46.0
5268,cc,sex,annealing,1.0,45.0,75.0,60.0
5269,cc,sex,annealing,1.0,60.0,75.0,50.0
5270,cc,sex,annealing,1.0,45.0,70.0,78.0
5271,cc,sex,annealing,1.0,60.0,70.0,84.0
5272,cc,sex,annealing,1.0,75.0,70.0,50.0
5273,cc,sex,annealing,1.0,45.0,75.0,72.0
5274,cc,sex,annealing,1.0,60.0,75.0,50.0
5275,cc,sex,annealing,1.0,75.0,80.0,75.0
5276,cc,sex,annealing,1.0,70.0,80.0,75.0
5277,cc,sex,annealing,1.0,45.0,70.0,50.0
5278,cc,sex,annealing,1.0,73.0,60.0,50.0
5279,cc,sex,annealing,1.0,60.0,70.0,60.0
5280,cc,sex,annealing,1.0,45.0,72.0,75.0
5281,cc,sex,annealing,1.0,73.0,70.0,73.0
5282,cc,sex,annealing,1.0,60.0,70.0,50.0
5283,cc,sex,annealing,1.0,,75.0,37.0
5284,cc,sex,annealing,1.0,,70.0,47.0
5285,cc,sex,annealing,1.0,,80.0,50.0
5286,cc,sex,annealing,1.0,,70.0,50.0
5287,cc,sex,annealing,1.0,,75.0,50.0
5288,cc,sex,annealing,1.0,,75.0,75.0
5289,cc,sex,annealing,1.0,,70.0,70.0
5290,cc,sex,annealing,1.0,,85.0,50.0
5291,cc,sex,annealing,1.0,,75.0,45.0
5292,cc,sex,annealing,1.0,,70.0,70.0
5293,cc,sex,annealing,1.0,,75.0,50.0
5294,cc,sex,annealing,1.0,,75.0,65.0
5295,cc,sex,annealing,1.0,,75.0,60.0
5296,cc,sex,annealing,1.0,,70.0,50.0
5297,cc,sex,annealing,1.0,,60.0,75.0
5298,cc,sex,annealing,1.0,,75.0,85.0
5299,cc,sex,annealing,1.0,,70.0,65.0
5300,cc,sex,annealing,1.1,70.0,75.0,50.0
5301,cc,sex,annealing,1.1,70.0,75.0,50.0
5302,cc,sex,annealing,1.1,70.0,75.0,57.0
5303,cc,sex,annealing,1.1,73.0,85.0,45.0
5304,cc,sex,annealing,1.1,73.0,70.0,50.0
5305,cc,sex,annealing,1.1,60.0,65.0,70.0
5306,cc,sex,annealing,1.1,73.0,60.0,50.0
5307,cc,sex,annealing,1.1,73.0,75.0,50.0
5308,cc,sex,annealing,1.1,70.0,70.0,75.0
5309,cc,sex,annealing,1.1,75.0,80.0,60.0
5310,cc,sex,annealing,1.1,70.0,70.0,75.0
5311,cc,sex,annealing,1.1,70.0,70.0,73.0
5312,cc,sex,annealing,1.1,70.0,70.0,65.0
5313,cc,sex,annealing,1.1,73.0,75.0,55.0
5314,cc,sex,annealing,1.1,70.0,75.0,65.0
5315,cc,sex,annealing,1.1,73.0,65.0,75.0
5316,cc,sex,annealing,1.1,45.0,75.0,80.0
5317,cc,sex,annealing,1.1,73.0,75.0,50.0
5318,cc,sex,annealing,1.1,60.0,68.0,55.0
5319,cc,sex,annealing,1.1,70.0,70.0,45.0
5320,cc,sex,annealing,1.1,75.0,70.0,14.0
5321,cc,sex,annealing,1.1,60.0,50.0,50.0
5322,cc,sex,annealing,1.1,73.0,65.0,50.0
5323,cc,sex,annealing,1.1,60.0,65.0,50.0
5324,cc,sex,annealing,1.1,60.0,75.0,65.0
5325,cc,sex,annealing,1.1,73.0,70.0,45.0
5326,cc,sex,annealing,1.1,75.0,85.0,76.0
5327,cc,sex,annealing,1.1,75.0,60.0,72.0
5328,cc,sex,annealing,1.1,73.0,70.0,55.0
5329,cc,sex,annealing,1.1,73.0,70.0,50.0
5330,cc,sex,annealing,1.1,73.0,70.0,62.0
5331,cc,sex,annealing,1.1,75.0,50.0,85.0
5332,cc,sex,annealing,1.1,70.0,70.0,68.0
5333,cc,sex,annealing,1.1,70.0,75.0,75.0
5334,cc,sex,annealing,1.1,60.0,65.0,70.0
5335,cc,sex,annealing,1.1,73.0,75.0,75.0
5336,cc,sex,annealing,1.1,60.0,70.0,58.0
5337,cc,sex,annealing,1.1,60.0,80.0,50.0
5338,cc,sex,annealing,1.1,60.0,75.0,60.0
5339,cc,sex,annealing,1.1,70.0,70.0,45.0
5340,cc,sex,annealing,1.1,75.0,70.0,70.0
5341,cc,sex,annealing,1.1,60.0,75.0,68.0
5342,cc,sex,annealing,1.1,45.0,75.0,65.0
5343,cc,sex,annealing,1.1,73.0,72.0,54.0
5344,cc,sex,annealing,1.1,60.0,65.0,50.0
5345,cc,sex,annealing,1.1,73.0,80.0,63.0
5346,cc,sex,annealing,1.1,75.0,70.0,40.0
5347,cc,sex,annealing,1.1,73.0,75.0,68.0
5348,cc,sex,annealing,1.1,60.0,70.0,60.0
5349,cc,sex,annealing,1.1,73.0,70.0,35.0
5350,cc,sex,annealing,1.1,60.0,60.0,50.0
5351,cc,sex,annealing,1.1,70.0,70.0,50.0
5352,cc,sex,annealing,1.1,45.0,75.0,30.0
5353,cc,sex,annealing,1.1,70.0,75.0,50.0
5354,cc,sex,annealing,1.1,75.0,70.0,50.0
5355,cc,sex,annealing,1.1,70.0,70.0,62.0
5356,cc,sex,annealing,1.1,45.0,50.0,45.0
5357,cc,sex,annealing,1.1,60.0,70.0,80.0
5358,cc,sex,annealing,1.1,73.0,65.0,72.0
5359,cc,sex,annealing,1.1,73.0,70.0,75.0
5360,cc,sex,annealing,1.1,75.0,70.0,80.0
5361,cc,sex,annealing,1.1,60.0,70.0,75.0
5362,cc,sex,annealing,1.1,45.0,60.0,55.0
5363,cc,sex,annealing,1.1,75.0,75.0,50.0
5364,cc,sex,annealing,1.1,60.0,70.0,50.0
5365,cc,sex,annealing,1.1,70.0,80.0,75.0
5366,cc,sex,annealing,1.1,70.0,70.0,50.0
5367,cc,sex,annealing,1.1,60.0,75.0,50.0
5368,cc,sex,annealing,1.1,70.0,70.0,85.0
5369,cc,sex,annealing,1.1,45.0,75.0,75.0
5370,cc,sex,annealing,1.1,60.0,70.0,75.0
5371,cc,sex,annealing,1.1,73.0,80.0,60.0
5372,cc,sex,annealing,1.1,70.0,70.0,55.0
5373,cc,sex,annealing,1.1,60.0,85.0,65.0
5374,cc,sex,annealing,1.1,45.0,70.0,75.0
5375,cc,sex,annealing,1.1,60.0,70.0,23.0
5376,cc,sex,annealing,1.1,60.0,70.0,57.0
5377,cc,sex,annealing,1.1,60.0,70.0,55.0
5378,cc,sex,annealing,1.1,60.0,75.0,60.0
5379,cc,sex,annealing,1.1,,50.0,67.0
5380,cc,sex,annealing,1.1,,85.0,50.0
5381,cc,sex,annealing,1.1,,70.0,55.0
5382,cc,sex,annealing,1.1,,70.0,75.0
5383,cc,sex,annealing,1.1,,70.0,55.0
5384,cc,sex,annealing,1.1,,75.0,50.0
5385,cc,sex,annealing,1.1,,70.0,50.0
5386,cc,sex,annealing,1.1,,65.0,50.0
5387,cc,sex,annealing,1.1,,75.0,40.0
5388,cc,sex,annealing,1.1,,60.0,45.0
5389,cc,sex,annealing,1.1,,70.0,50.0
5390,cc,sex,annealing,1.1,,70.0,50.0
5391,cc,sex,annealing,1.1,,70.0,75.0
5392,cc,sex,annealing,1.1,,70.0,70.0
5393,cc,sex,annealing,1.1,,75.0,85.0
5394,cc,sex,annealing,1.1,,70.0,45.0
5395,cc,sex,annealing,1.1,,80.0,70.0
5396,cc,sex,annealing,1.1,,70.0,70.0
5397,cc,sex,annealing,1.1,,80.0,37.0
5398,cc,sex,annealing,1.1,,60.0,75.0
5399,cc,sex,annealing,1.1,,70.0,80.0
5400,cc,sex,annealing,1.2,73.0,80.0,67.0
5401,cc,sex,annealing,1.2,45.0,80.0,50.0
5402,cc,sex,annealing,1.2,75.0,75.0,24.0
5403,cc,sex,annealing,1.2,73.0,80.0,60.0
5404,cc,sex,annealing,1.2,60.0,60.0,50.0
5405,cc,sex,annealing,1.2,45.0,60.0,38.0
5406,cc,sex,annealing,1.2,75.0,65.0,60.0
5407,cc,sex,annealing,1.2,70.0,65.0,60.0
5408,cc,sex,annealing,1.2,45.0,50.0,50.0
5409,cc,sex,annealing,1.2,70.0,70.0,76.0
5410,cc,sex,annealing,1.2,75.0,75.0,50.0
5411,cc,sex,annealing,1.2,73.0,75.0,70.0
5412,cc,sex,annealing,1.2,66.0,65.0,35.0
5413,cc,sex,annealing,1.2,73.0,70.0,57.0
5414,cc,sex,annealing,1.2,60.0,60.0,69.0
5415,cc,sex,annealing,1.2,45.0,50.0,42.0
5416,cc,sex,annealing,1.2,70.0,80.0,75.0
5417,cc,sex,annealing,1.2,75.0,80.0,72.0
5418,cc,sex,annealing,1.2,50.0,70.0,80.0
5419,cc,sex,annealing,1.2,73.0,80.0,52.0
5420,cc,sex,annealing,1.2,73.0,70.0,25.0
5421,cc,sex,annealing,1.2,73.0,80.0,87.0
5422,cc,sex,annealing,1.2,73.0,75.0,50.0
5423,cc,sex,annealing,1.2,73.0,85.0,75.0
5424,cc,sex,annealing,1.2,60.0,75.0,60.0
5425,cc,sex,annealing,1.2,70.0,80.0,23.0
5426,cc,sex,annealing,1.2,70.0,75.0,75.0
5427,cc,sex,annealing,1.2,75.0,75.0,75.0
5428,cc,sex,annealing,1.2,75.0,75.0,75.0
5429,cc,sex,annealing,1.2,73.0,80.0,83.0
5430,cc,sex,annealing,1.2,60.0,60.0,42.0
5431,cc,sex,annealing,1.2,73.0,70.0,50.0
5432,cc,sex,annealing,1.2,45.0,75.0,75.0
5433,cc,sex,annealing,1.2,60.0,50.0,80.0
5434,cc,sex,annealing,1.2,60.0,60.0,73.0
5435,cc,sex,annealing,1.2,73.0,70.0,70.0
5436,cc,sex,annealing,1.2,72.0,85.0,78.0
5437,cc,sex,annealing,1.2,73.0,75.0,70.0
5438,cc,sex,annealing,1.2,60.0,70.0,50.0
5439,cc,sex,annealing,1.2,45.0,70.0,95.0
5440,cc,sex,annealing,1.2,60.0,70.0,63.0
5441,cc,sex,annealing,1.2,60.0,65.0,47.0
5442,cc,sex,annealing,1.2,73.0,50.0,35.0
5443,cc,sex,annealing,1.2,60.0,70.0,85.0
5444,cc,sex,annealing,1.2,73.0,70.0,60.0
5445,cc,sex,annealing,1.2,80.0,75.0,75.0
5446,cc,sex,annealing,1.2,60.0,70.0,50.0
5447,cc,sex,annealing,1.2,70.0,70.0,75.0
5448,cc,sex,annealing,1.2,60.0,70.0,42.0
5449,cc,sex,annealing,1.2,75.0,50.0,50.0
5450,cc,sex,annealing,1.2,60.0,70.0,40.0
5451,cc,sex,annealing,1.2,73.0,70.0,75.0
5452,cc,sex,annealing,1.2,73.0,80.0,65.0
5453,cc,sex,annealing,1.2,60.0,85.0,37.0
5454,cc,sex,annealing,1.2,75.0,75.0,79.0
5455,cc,sex,annealing,1.2,70.0,75.0,75.0
5456,cc,sex,annealing,1.2,73.0,85.0,47.0
5457,cc,sex,annealing,1.2,25.0,60.0,80.0
5458,cc,sex,annealing,1.2,60.0,70.0,70.0
5459,cc,sex,annealing,1.2,73.0,75.0,74.0
5460,cc,sex,annealing,1.2,60.0,60.0,89.0
5461,cc,sex,annealing,1.2,75.0,50.0,60.0
5462,cc,sex,annealing,1.2,60.0,70.0,55.0
5463,cc,sex,annealing,1.2,60.0,80.0,65.0
5464,cc,sex,annealing,1.2,73.0,70.0,50.0
5465,cc,sex,annealing,1.2,45.0,75.0,63.0
5466,cc,sex,annealing,1.2,70.0,70.0,62.0
5467,cc,sex,annealing,1.2,73.0,70.0,60.0
5468,cc,sex,annealing,1.2,75.0,70.0,75.0
5469,cc,sex,annealing,1.2,73.0,70.0,75.0
5470,cc,sex,annealing,1.2,60.0,75.0,60.0
5471,cc,sex,annealing,1.2,60.0,60.0,70.0
5472,cc,sex,annealing,1.2,73.0,60.0,60.0
5473,cc,sex,annealing,1.2,73.0,80.0,75.0
5474,cc,sex,annealing,1.2,73.0,75.0,70.0
5475,cc,sex,annealing,1.2,60.0,70.0,60.0
5476,cc,sex,annealing,1.2,,80.0,70.0
5477,cc,sex,annealing,1.2,,75.0,75.0
5478,cc,sex,annealing,1.2,,70.0,78.0
5479,cc,sex,annealing,1.2,,75.0,78.0
5480,cc,sex,annealing,1.2,,70.0,62.0
5481,cc,sex,annealing,1.2,,60.0,45.0
5482,cc,sex,annealing,1.2,,70.0,47.0
5483,cc,sex,annealing,1.2,,75.0,50.0
5484,cc,sex,annealing,1.2,,70.0,50.0
5485,cc,sex,annealing,1.2,,75.0,60.0
5486,cc,sex,annealing,1.2,,70.0,75.0
5487,cc,sex,annealing,1.2,,70.0,75.0
5488,cc,sex,annealing,1.2,,70.0,50.0
5489,cc,sex,annealing,1.2,,75.0,50.0
5490,cc,sex,annealing,1.2,,85.0,65.0
5491,cc,sex,annealing,1.2,,70.0,70.0
5492,cc,sex,annealing,1.2,,70.0,42.0
5493,cc,sex,annealing,1.2,,75.0,75.0
5494,cc,sex,annealing,1.2,,70.0,60.0
5495,cc,sex,annealing,1.2,,75.0,65.0
5496,cc,sex,annealing,1.2,,75.0,65.0
5497,cc,sex,annealing,1.2,,50.0,70.0
5498,cc,sex,annealing,1.2,,70.0,45.0
5499,cc,sex,annealing,1.2,,70.0,62.0
5500,cc,sex,annealing,1.3,60.0,70.0,62.0
5501,cc,sex,annealing,1.3,73.0,70.0,25.0
5502,cc,sex,annealing,1.3,73.0,70.0,50.0
5503,cc,sex,annealing,1.3,73.0,70.0,35.0
5504,cc,sex,annealing,1.3,60.0,85.0,31.0
5505,cc,sex,annealing,1.3,58.0,50.0,80.0
5506,cc,sex,annealing,1.3,60.0,70.0,50.0
5507,cc,sex,annealing,1.3,73.0,80.0,50.0
5508,cc,sex,annealing,1.3,70.0,70.0,70.0
5509,cc,sex,annealing,1.3,45.0,65.0,75.0
5510,cc,sex,annealing,1.3,60.0,70.0,75.0
5511,cc,sex,annealing,1.3,70.0,70.0,42.0
5512,cc,sex,annealing,1.3,73.0,70.0,58.0
5513,cc,sex,annealing,1.3,70.0,70.0,75.0
5514,cc,sex,annealing,1.3,75.0,70.0,75.0
5515,cc,sex,annealing,1.3,45.0,75.0,75.0
5516,cc,sex,annealing,1.3,45.0,65.0,49.0
5517,cc,sex,annealing,1.3,60.0,75.0,38.0
5518,cc,sex,annealing,1.3,73.0,60.0,70.0
5519,cc,sex,annealing,1.3,60.0,70.0,50.0
5520,cc,sex,annealing,1.3,70.0,75.0,67.0
5521,cc,sex,annealing,1.3,60.0,80.0,37.0
5522,cc,sex,annealing,1.3,75.0,70.0,75.0
5523,cc,sex,annealing,1.3,70.0,80.0,81.0
5524,cc,sex,annealing,1.3,73.0,85.0,65.0
5525,cc,sex,annealing,1.3,73.0,70.0,75.0
5526,cc,sex,annealing,1.3,75.0,50.0,50.0
5527,cc,sex,annealing,1.3,70.0,65.0,50.0
5528,cc,sex,annealing,1.3,70.0,75.0,70.0
5529,cc,sex,annealing,1.3,60.0,65.0,33.0
5530,cc,sex,annealing,1.3,70.0,75.0,60.0
5531,cc,sex,annealing,1.3,70.0,76.0,35.0
5532,cc,sex,annealing,1.3,45.0,80.0,56.0
5533,cc,sex,annealing,1.3,60.0,70.0,50.0
5534,cc,sex,annealing,1.3,73.0,70.0,75.0
5535,cc,sex,annealing,1.3,73.0,70.0,50.0
5536,cc,sex,annealing,1.3,58.0,80.0,67.0
5537,cc,sex,annealing,1.3,45.0,70.0,55.0
5538,cc,sex,annealing,1.3,70.0,75.0,48.0
5539,cc,sex,annealing,1.3,25.0,87.0,65.0
5540,cc,sex,annealing,1.3,60.0,85.0,42.0
5541,cc,sex,annealing,1.3,70.0,60.0,50.0
5542,cc,sex,annealing,1.3,60.0,70.0,40.0
5543,cc,sex,annealing,1.3,73.0,70.0,50.0
5544,cc,sex,annealing,1.3,45.0,75.0,65.0
5545,cc,sex,annealing,1.3,45.0,70.0,87.0
5546,cc,sex,annealing,1.3,60.0,65.0,65.0
5547,cc,sex,annealing,1.3,60.0,60.0,54.0
5548,cc,sex,annealing,1.3,73.0,75.0,42.0
5549,cc,sex,annealing,1.3,73.0,70.0,50.0
5550,cc,sex,annealing,1.3,62.0,85.0,46.0
5551,cc,sex,annealing,1.3,60.0,80.0,43.0
5552,cc,sex,annealing,1.3,70.0,70.0,50.0
5553,cc,sex,annealing,1.3,60.0,70.0,47.0
5554,cc,sex,annealing,1.3,66.0,70.0,57.0
5555,cc,sex,annealing,1.3,70.0,67.0,75.0
5556,cc,sex,annealing,1.3,60.0,70.0,83.0
5557,cc,sex,annealing,1.3,69.0,70.0,78.0
5558,cc,sex,annealing,1.3,75.0,75.0,75.0
5559,cc,sex,annealing,1.3,45.0,70.0,75.0
5560,cc,sex,annealing,1.3,60.0,70.0,50.0
5561,cc,sex,annealing,1.3,73.0,75.0,65.0
5562,cc,sex,annealing,1.3,45.0,90.0,63.0
5563,cc,sex,annealing,1.3,60.0,70.0,85.0
5564,cc,sex,annealing,1.3,70.0,75.0,51.0
5565,cc,sex,annealing,1.3,75.0,70.0,72.0
5566,cc,sex,annealing,1.3,73.0,50.0,75.0
5567,cc,sex,annealing,1.3,60.0,75.0,75.0
5568,cc,sex,annealing,1.3,75.0,70.0,60.0
5569,cc,sex,annealing,1.3,75.0,65.0,45.0
5570,cc,sex,annealing,1.3,60.0,75.0,70.0
5571,cc,sex,annealing,1.3,65.0,70.0,35.0
5572,cc,sex,annealing,1.3,26.0,75.0,63.0
5573,cc,sex,annealing,1.3,55.0,80.0,70.0
5574,cc,sex,annealing,1.3,,80.0,95.0
5575,cc,sex,annealing,1.3,,80.0,33.0
5576,cc,sex,annealing,1.3,,70.0,51.0
5577,cc,sex,annealing,1.3,,70.0,89.0
5578,cc,sex,annealing,1.3,,75.0,50.0
5579,cc,sex,annealing,1.3,,60.0,71.0
5580,cc,sex,annealing,1.3,,70.0,50.0
5581,cc,sex,annealing,1.3,,85.0,79.0
5582,cc,sex,annealing,1.3,,80.0,65.0
5583,cc,sex,annealing,1.3,,50.0,45.0
5584,cc,sex,annealing,1.3,,70.0,50.0
5585,cc,sex,annealing,1.3,,80.0,85.0
5586,cc,sex,annealing,1.3,,60.0,73.0
5587,cc,sex,annealing,1.3,,60.0,65.0
5588,cc,sex,annealing,1.3,,75.0,50.0
5589,cc,sex,annealing,1.3,,85.0,50.0
5590,cc,sex,annealing,1.3,,70.0,78.0
5591,cc,sex,annealing,1.3,,70.0,45.0
5592,cc,sex,annealing,1.3,,70.0,66.0
5593,cc,sex,annealing,1.3,,70.0,50.0
5594,cc,sex,annealing,1.3,,70.0,87.0
5595,cc,sex,annealing,1.3,,70.0,35.0
5596,cc,sex,annealing,1.3,,70.0,76.0
5597,cc,sex,annealing,1.3,,70.0,50.0
5598,cc,sex,annealing,1.3,,60.0,63.0
5599,cc,sex,annealing,1.3,,,50.0
5600,cc,sex,annealing,1.4,73.0,75.0,70.0
5601,cc,sex,annealing,1.4,70.0,70.0,73.0
5602,cc,sex,annealing,1.4,75.0,60.0,55.0
5603,cc,sex,annealing,1.4,60.0,65.0,65.0
5604,cc,sex,annealing,1.4,73.0,80.0,35.0
5605,cc,sex,annealing,1.4,73.0,70.0,47.0
5606,cc,sex,annealing,1.4,60.0,70.0,65.0
5607,cc,sex,annealing,1.4,60.0,85.0,60.0
5608,cc,sex,annealing,1.4,73.0,70.0,63.0
